ip_country,ip_city,ip_lat,ip_lon,ip_timezone,local_time,user_country,user_city,amount,transaction_frequency,account_age_days,device_type,payment_method,label
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-16 11:07:58,Germany,Berlin,3456.49,7,3280,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-10 06:07:58,Canada,Toronto,4925.73,22,1682,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-12 12:07:58,South Africa,Johannesburg,1569.82,27,665,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-21 06:07:58,United States,New York,2924.8,22,1656,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-09 19:07:58,Japan,Tokyo,501.75,24,3710,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-30 12:07:58,Germany,Berlin,8011.86,116,1,mobile,paypal,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-16 10:07:58,United Kingdom,London,88.41,20,372,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-17 21:07:58,Australia,Sydney,1930.72,24,1868,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-19 06:07:58,Canada,Toronto,681.96,7,3659,web,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-02 06:07:58,Canada,Toronto,1538.48,15,4074,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-03-11 15:37:58,India,Mumbai,1643.32,136,18,mobile,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-14 06:07:58,South Africa,Johannesburg,2910.07,143,178,mobile,credit_card,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-09 12:07:58,South Africa,Johannesburg,3056.44,28,2244,mobile,apple_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-02-28 21:07:58,Australia,Sydney,1177.74,22,122,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-20 07:07:58,Brazil,São Paulo,2686.85,7,2371,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-28 10:07:58,United Kingdom,London,1085.49,26,1488,mobile,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-01 19:07:58,Japan,Tokyo,2337.75,14,3331,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-11 11:07:58,France,Paris,1948.37,13,1525,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-30 06:07:58,Canada,Toronto,320.97,18,2641,web,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-18 10:07:58,South Africa,Johannesburg,4822.25,111,117,web,apple_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-16 11:07:58,France,Paris,4674.65,22,3739,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-11 10:07:58,United Kingdom,London,502.13,5,1600,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2025-03-08 06:07:58,United States,New York,4437.74,17,3615,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-19 06:07:58,United States,New York,4999.75,29,1777,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-28 06:07:58,Canada,Toronto,3625.0,9,1199,mobile,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-09 12:07:58,South Africa,Johannesburg,4629.8,5,2931,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-09-04 15:37:58,India,Mumbai,271.21,4,2480,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-25 15:37:58,India,Mumbai,480.71,9,4805,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-09-27 15:37:58,India,Mumbai,253.18,14,2925,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-06-01 21:07:58,Australia,Sydney,962.49,20,1933,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-21 15:37:58,India,Mumbai,986.8,20,4491,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-02-16 06:07:58,Canada,Toronto,861.03,16,4535,web,apple_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-11 21:07:58,Australia,Sydney,4590.59,9,2041,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-23 10:07:58,United Kingdom,London,4011.65,22,3249,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-06 07:07:58,Brazil,São Paulo,538.17,11,1721,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-18 15:37:58,India,Mumbai,3043.89,2,921,web,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-21 19:07:58,Japan,Tokyo,2072.28,10,1458,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-02-05 06:07:58,Canada,Toronto,1140.33,30,4735,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-12 21:07:58,Australia,Sydney,2817.18,21,2122,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-29 07:07:58,United States,New York,6572.23,172,174,mobile,paypal,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-10-30 10:07:58,South Africa,Johannesburg,5503.35,121,165,mobile,voucher,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-04 21:07:58,Germany,Berlin,9968.68,115,134,mobile,paypal,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-04 06:07:58,Canada,Toronto,1815.19,3,1992,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-06 06:07:58,United States,New York,1371.39,3,2074,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-29 10:07:58,United Kingdom,London,1394.39,27,116,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-03-11 15:37:58,India,Mumbai,3020.79,20,1988,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-25 06:07:58,United States,New York,1921.33,26,3235,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-08 11:07:58,France,Paris,1225.55,192,20,mobile,google_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-06 19:07:58,Japan,Tokyo,2718.83,29,2398,web,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-11-07 10:07:58,United Kingdom,London,4139.94,19,1483,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-03-22 06:07:58,United States,New York,3902.01,29,3948,web,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-04-09 06:07:58,United States,New York,798.46,11,3380,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-12 11:07:58,Germany,Berlin,4712.1,3,1176,web,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-05 10:07:58,United Kingdom,London,709.78,5,2102,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-14 06:07:58,United States,New York,2463.03,26,2927,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-22 19:07:58,Japan,Tokyo,1420.13,8,116,mobile,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-06-25 21:07:58,Australia,Sydney,3522.29,27,3118,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-08-31 06:07:58,Australia,Sydney,9836.57,200,160,web,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-04-07 11:07:58,France,Paris,2782.3,5,2779,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-17 19:07:58,Japan,Tokyo,3875.73,28,4455,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-22 15:37:58,India,Mumbai,293.45,24,2746,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-16 10:07:58,United Kingdom,London,4947.74,24,2630,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-14 11:07:58,Germany,Berlin,4288.27,21,2193,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-19 06:07:58,United States,New York,1392.6,24,1715,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-07-22 19:07:58,Japan,Tokyo,403.52,4,2821,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-11 15:37:58,India,Mumbai,3163.06,6,3605,mobile,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-20 06:07:58,Canada,Toronto,2579.78,30,1009,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-01 15:37:58,India,Mumbai,77.44,25,2307,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-06 11:07:58,United Kingdom,London,2340.72,173,2,web,voucher,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-18 10:07:58,United Kingdom,London,4667.37,4,3306,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-15 11:07:58,Germany,Berlin,2582.85,50,37,mobile,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-19 11:07:58,France,Paris,1697.07,29,411,mobile,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-10-19 12:07:58,South Africa,Johannesburg,3815.72,16,176,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-12-20 06:07:58,United States,New York,1437.25,29,1402,mobile,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-16 21:07:58,Canada,Toronto,4266.66,97,60,mobile,credit_card,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-22 15:37:58,India,Mumbai,395.78,21,1813,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-10 10:07:58,United Kingdom,London,759.59,6,762,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-04-11 21:07:58,Australia,Sydney,878.29,25,4532,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-12 19:07:58,India,Mumbai,7943.18,80,148,web,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-29 11:07:58,Germany,Berlin,857.31,2,3441,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-08 06:07:58,Canada,Toronto,4035.94,2,4300,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-02 11:07:58,Germany,Berlin,4443.0,15,1033,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-06-28 19:07:58,Japan,Tokyo,4800.14,29,1737,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-18 07:07:58,Australia,Sydney,7892.28,96,1,web,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-05-18 11:07:58,Germany,Berlin,4529.67,24,1389,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-11 06:07:58,Canada,Toronto,1937.41,15,2776,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-05 06:07:58,Brazil,São Paulo,6456.5,102,8,mobile,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-18 15:37:58,India,Mumbai,795.63,25,2827,web,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-04 19:07:58,Japan,Tokyo,1679.34,14,3235,mobile,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-09-10 21:07:58,Australia,Sydney,1108.45,16,2262,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-04 21:07:58,Japan,Tokyo,3304.76,92,44,mobile,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-12 06:07:58,Canada,Toronto,3885.75,15,3940,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-23 19:07:58,Japan,Tokyo,63.88,4,3112,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-16 12:07:58,South Africa,Johannesburg,1474.02,29,1672,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-27 11:07:58,France,Paris,1752.12,14,95,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-24 07:07:58,Brazil,São Paulo,335.1,8,2218,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-12-20 06:07:58,United States,New York,1979.62,18,1197,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-25 07:07:58,Brazil,São Paulo,4816.17,21,345,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-11 19:07:58,Australia,Sydney,5655.35,190,156,web,credit_card,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-26 11:07:58,France,Paris,3646.81,19,4707,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-08-06 19:07:58,United Kingdom,London,3262.19,188,32,web,credit_card,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-06-08 11:07:58,France,Paris,646.03,4,4975,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-07-14 07:07:58,Brazil,São Paulo,659.04,7,1319,web,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-03 11:07:58,Germany,Berlin,3747.73,17,768,web,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-25 19:07:58,United States,New York,6262.37,130,67,mobile,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-14 11:07:58,South Africa,Johannesburg,6600.99,142,96,web,voucher,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-18 12:07:58,South Africa,Johannesburg,1265.33,17,4791,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-03-30 15:37:58,India,Mumbai,1927.29,4,1518,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-08-12 19:07:58,Japan,Tokyo,3874.5,18,2811,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-02 19:07:58,France,Paris,6519.42,109,83,mobile,voucher,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-16 15:37:58,India,Mumbai,4672.53,10,3634,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-15 06:07:58,United States,New York,3325.84,10,2604,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-14 06:07:58,Germany,Berlin,9316.78,60,84,web,paypal,1
United States,New York,40.7128,-74.006,America/New_York,2024-12-07 06:07:58,United States,New York,1188.14,10,2126,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-17 12:07:58,United States,New York,5944.41,154,27,web,apple_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-07-05 19:07:58,Japan,Tokyo,2877.1,27,1055,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-25 19:07:58,Japan,Tokyo,3393.6,4,3585,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-05 15:37:58,India,Mumbai,732.57,10,3096,web,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-17 06:07:58,Canada,Toronto,726.63,19,4526,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-05 07:07:58,Brazil,São Paulo,1270.48,6,477,mobile,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-13 11:07:58,Germany,Berlin,2318.56,6,3889,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-27 10:07:58,United Kingdom,London,4766.22,29,1938,mobile,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-05 12:07:58,United States,New York,1966.93,160,173,web,apple_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-15 12:07:58,South Africa,Johannesburg,2020.84,28,123,mobile,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-13 19:07:58,Japan,Tokyo,996.71,12,2508,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-04-17 06:07:58,United States,New York,393.69,27,3364,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-24 11:07:58,Australia,Sydney,1066.14,94,23,mobile,google_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-11 15:37:58,India,Mumbai,3123.79,10,1778,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-08 11:07:58,France,Paris,3863.24,1,2673,mobile,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-16 19:07:58,Japan,Tokyo,3779.7,23,756,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-22 10:07:58,United Kingdom,London,4343.48,2,2013,web,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-05 06:07:58,Canada,Toronto,2885.62,104,135,mobile,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-27 11:07:58,Germany,Berlin,2064.37,1,3101,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-23 07:07:58,Brazil,São Paulo,1376.41,22,4555,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-23 11:07:58,Germany,Berlin,4536.98,9,4203,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-26 10:07:58,United Kingdom,London,2155.64,24,4102,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-31 06:07:58,South Africa,Johannesburg,3662.61,115,171,mobile,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-04-02 11:07:58,Brazil,São Paulo,5883.06,182,67,web,credit_card,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-05 06:07:58,Canada,Toronto,4965.43,30,4862,web,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-13 11:07:58,Germany,Berlin,3880.44,12,3604,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-19 06:07:58,Canada,Toronto,875.22,21,2041,web,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-14 15:37:58,India,Mumbai,2468.38,11,4130,web,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-07 11:07:58,France,Paris,1324.04,19,1732,mobile,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-10 07:07:58,Brazil,São Paulo,4512.93,9,3433,web,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-22 11:07:58,France,Paris,3738.59,2,4310,mobile,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-27 11:07:58,Germany,Berlin,4326.49,22,517,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-03 06:07:58,Canada,Toronto,4719.81,24,136,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-13 07:07:58,Brazil,São Paulo,4686.08,1,3730,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-19 15:37:58,Germany,Berlin,6977.61,96,127,web,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-03-26 10:07:58,India,Mumbai,8823.74,176,13,web,credit_card,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-05-04 11:07:58,Germany,Berlin,3101.76,12,500,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-06 12:07:58,South Africa,Johannesburg,3716.74,29,743,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-31 19:07:58,Japan,Tokyo,662.78,24,366,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-05 10:07:58,United Kingdom,London,1949.62,17,1453,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-08-21 21:07:58,Australia,Sydney,4539.28,18,3354,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-13 21:07:58,Australia,Sydney,871.06,2,117,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-31 15:37:58,India,Mumbai,3245.5,13,2480,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-02-22 21:07:58,Australia,Sydney,670.33,2,3245,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-14 19:07:58,Japan,Tokyo,4379.98,11,466,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-21 15:37:58,India,Mumbai,2074.32,6,2812,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2025-03-08 06:07:58,United States,New York,4510.86,25,1977,web,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-06 11:07:58,Germany,Berlin,3057.55,3,790,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-06-18 11:07:58,France,Paris,4843.03,1,3158,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-14 12:07:58,South Africa,Johannesburg,2810.4,4,4513,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-11 12:07:58,South Africa,Johannesburg,514.04,15,4957,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-13 12:07:58,South Africa,Johannesburg,4257.01,12,1629,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-04 19:07:58,France,Paris,4560.93,64,9,mobile,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-28 06:07:58,Canada,Toronto,2506.56,15,1411,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-10-14 12:07:58,South Africa,Johannesburg,2546.71,19,1437,web,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-10-13 11:07:58,Germany,Berlin,1788.21,3,4784,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-27 12:07:58,South Africa,Johannesburg,154.66,21,2759,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-13 06:07:58,United States,New York,4215.02,18,1304,web,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-08-28 06:07:58,United States,New York,1471.44,28,2641,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-29 15:37:58,Canada,Toronto,2618.67,75,122,mobile,credit_card,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-19 19:07:58,Japan,Tokyo,1440.3,27,395,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-15 12:07:58,South Africa,Johannesburg,1862.3,5,1454,mobile,voucher,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-10-15 10:07:58,United Kingdom,London,3879.05,13,4116,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-14 06:07:58,United States,New York,3446.25,4,2995,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-09-21 06:07:58,Canada,Toronto,749.18,13,4825,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-12 12:07:58,South Africa,Johannesburg,7728.51,114,60,mobile,voucher,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-30 10:07:58,United Kingdom,London,4663.24,10,4898,mobile,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-13 06:07:58,Canada,Toronto,4736.84,30,4448,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-07 19:07:58,Japan,Tokyo,4492.66,26,1855,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-13 06:07:58,France,Paris,7365.55,154,109,web,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-06 12:07:58,India,Mumbai,4226.95,96,103,web,voucher,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-01-23 10:07:58,United Kingdom,London,237.63,19,3063,web,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-24 07:07:58,Brazil,São Paulo,3079.27,9,3132,web,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-12 06:07:58,Canada,Toronto,3785.69,23,2311,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-19 12:07:58,South Africa,Johannesburg,1180.99,23,1182,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-16 12:07:58,South Africa,Johannesburg,2025.33,98,60,mobile,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-02 11:07:58,Germany,Berlin,4879.18,21,2458,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-19 21:07:58,Australia,Sydney,2983.79,20,837,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-11 07:07:58,South Africa,Johannesburg,5378.26,170,163,mobile,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-27 10:07:58,United States,New York,9489.7,59,6,web,voucher,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-08 15:37:58,India,Mumbai,4438.61,14,1168,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-21 06:07:58,Canada,Toronto,2592.86,24,236,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-01-24 10:07:58,United Kingdom,London,2406.53,30,1531,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-03-05 11:07:58,France,Paris,5211.16,144,130,web,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-15 15:37:58,India,Mumbai,433.11,16,1435,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-21 12:07:58,South Africa,Johannesburg,3787.38,28,4504,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-08 07:07:58,South Africa,Johannesburg,5850.44,160,24,web,voucher,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-09 15:37:58,India,Mumbai,2672.12,27,2867,mobile,apple_pay,0
